City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,Quatre Cocos,-20.2078,57.7625,25.06,78,79,6.14,MU,1675722529
274,Mehamn,71.0357,27.8492,3.97,81,75,11.32,NO,1675722529
275,Bāglung,28.2719,83.5898,9.15,71,56,2.19,NP,1675722529
276,Sitka,57.0531,-135.33,3.94,87,75,3.09,US,1675722530
277,Campbeltown,55.4258,-5.6076,8.0,85,100,6.92,GB,1675722530
278,São João da Barra,-21.6403,-41.0511,27.05,92,98,1.02,BR,1675722530
279,Huercal Overa,37.389,-1.9454,7.04,87,100,2.53,ES,1675722258
280,Qena,26.1615,32.7183,10.71,33,100,3.16,EG,1675722531
281,San Juan del Sur,11.2529,-85.8705,28.12,69,0,6.17,NI,1675722531
282,Tuchola,53.5879,17.8591,-4.79,93,64,2.13,PL,1675722531
283,Yulara,-25.2406,130.9889,23.91,23,0,2.64,AU,1675722532
284,Pangnirtung,66.1451,-65.7125,-30.0,69,20,8.23,CA,1675722532
285,Coyhaique,-45.5752,-72.0662,18.97,42,0,5.66,CL,1675722532
286,Cortez,37.3489,-108.5859,3.91,48,0,7.2,US,1675722362
287,Gao,16.6362,1.637,26.58,11,96,4.24,ML,1675722293
288,Bonthe,7.5264,-12.505,24.99,76,99,3.67,SL,1675722533
289,Batagay-Alyta,67.8006,130.4114,-40.94,96,28,2.0,RU,1675722533
290,Shakawe,-18.3667,21.85,19.87,94,100,2.28,BW,1675722533
291,Fort Nelson,58.8053,-122.7002,-6.14,57,40,0.89,CA,1675722534
292,Severomuysk,56.1481,113.4267,-25.71,98,96,1.37,RU,1675722534
293,Requena,39.4883,-1.1004,3.07,92,100,3.06,ES,1675722534
294,Tessalit,20.1986,1.0114,23.97,10,99,3.16,ML,1675722535
295,San Jose,37.3394,-121.895,16.85,50,20,5.66,US,1675722290
296,Pevek,69.7008,170.3133,-36.67,100,100,1.73,RU,1675722535
297,Ostrovnoy,68.0531,39.5131,-6.21,88,100,10.82,RU,1675722535
298,Wonosobo,-7.36,109.9025,21.04,100,100,0.47,ID,1675722536
299,Kampene,-3.6,26.6667,19.13,99,100,1.15,CD,1675722536
300,Buala,-8.145,159.5921,27.48,80,93,3.81,SB,1675722536
301,Nome,64.5011,-165.4064,-13.96,72,0,3.6,US,1675722537
302,Kachug,53.9606,105.8817,-22.22,100,89,1.55,RU,1675722537
303,Baker City,44.7749,-117.8344,4.84,63,100,2.06,US,1675722522
304,Teguise,29.0605,-13.564,14.12,67,20,3.6,ES,1675722537
305,Hirara,24.8,125.2833,19.92,94,75,5.14,JP,1675722538
306,Biak,-0.9131,122.8766,24.5,81,100,1.14,ID,1675722538
307,Sittwe,20.15,92.9,17.68,55,5,4.0,MM,1675722538
308,Coquimbo,-29.9533,-71.3436,18.85,82,75,5.14,CL,1675722447
309,Palana,59.1167,159.9667,-25.01,97,98,4.39,RU,1675722539
310,Poum,-20.2333,164.0167,27.41,83,92,6.76,NC,1675722539
311,Saint-Hubert,50.05,5.3833,-0.77,88,58,4.53,BE,1675722312
312,Prachuap Khiri Khan,12.2167,99.75,20.1,91,83,1.09,TH,1675722539
313,Lam Luk Ka,13.9323,100.7494,28.89,95,20,2.06,TH,1675722540
314,Koungou,-12.7336,45.2042,24.84,94,0,1.54,YT,1675722540
315,Katobu,-4.9408,122.5276,23.68,90,99,0.51,ID,1675722357
316,Urmary,55.6789,47.944,-21.31,100,99,1.3,RU,1675722541
317,Nanortalik,60.1432,-45.2371,-13.66,84,94,6.48,GL,1675722541
318,Chipinge,-20.1883,32.6236,19.11,56,31,1.76,ZW,1675722541
319,Dingle,10.9995,122.6711,23.43,91,100,3.27,PH,1675722542
320,La Ligua,-32.4524,-71.2311,24.39,56,0,3.43,CL,1675722543
321,Makkah al Mukarramah,21.4267,39.8261,21.27,70,82,2.41,SA,1675722511
322,Maun,-19.9833,23.4167,23.13,69,99,1.55,BW,1675722547
323,Redlands,34.0556,-117.1825,19.42,22,0,5.36,US,1675722548
324,Gari,59.4307,62.3497,-24.08,100,100,1.38,RU,1675722549
325,Muros,42.7762,-9.0603,8.24,68,0,3.52,ES,1675722433
326,Urucará,-2.5364,-57.76,25.12,90,29,1.35,BR,1675722552
327,Esperance,-33.8667,121.9,19.45,91,2,6.49,AU,1675722411
328,Pokhara,28.2333,83.9833,12.64,66,81,1.45,NP,1675722553
329,Grindavik,63.8424,-22.4338,0.26,64,75,13.38,IS,1675722554
330,Ternate,0.8,127.4,25.32,85,100,2.36,ID,1675722555
331,Nishihara,26.1842,127.7558,19.6,91,40,4.63,JP,1675722557
332,Salinas,36.6777,-121.6555,16.65,55,0,4.12,US,1675722498
333,Banff,51.1762,-115.5698,5.57,44,92,5.14,CA,1675722270
334,Todos Santos,23.45,-110.2167,27.95,76,8,5.59,MX,1675722565
335,Mirny,62.5353,113.9611,-35.43,73,98,3.13,RU,1675722566
336,Half Moon Bay,37.4636,-122.4286,16.9,56,0,6.69,US,1675722567
337,Amapá,1.0,-52.0,22.91,97,97,1.62,BR,1675722547
338,Mponela,-13.5319,33.7401,17.76,99,100,0.82,MW,1675722569
339,Kiunga,-6.1219,141.2906,23.21,98,100,1.0,PG,1675722570
340,Ayer Tawar,4.2954,100.7548,24.67,94,20,0.0,MY,1675722573
341,Qui Nhon,13.7667,109.2333,21.71,89,89,1.37,VN,1675722574
342,Fukuechō,32.6881,128.8419,12.39,89,100,8.33,JP,1675722574
343,Long,18.0761,99.8326,22.88,64,11,0.15,TH,1675722574
344,Yazoo City,32.8551,-90.4056,19.95,61,53,3.99,US,1675722575
345,Euclides da Cunha,-10.5075,-39.0158,23.35,78,99,4.31,BR,1675722575
346,Olafsvik,64.8945,-23.7142,-0.08,56,100,17.49,IS,1675722575
347,Dikson,73.5069,80.5464,-29.96,100,100,2.62,RU,1675722576
348,Dolinsk,47.35,142.8,-17.14,94,92,1.1,RU,1675722576
349,Nikolskoye,59.7035,30.7861,-2.06,98,93,1.59,RU,1675722576
350,San Juan,-31.5375,-68.5364,35.75,13,6,7.75,AR,1675722577
351,Roura,4.7263,-52.3274,23.95,94,100,1.03,GF,1675722577
352,Shetpe,44.1667,52.1167,2.45,80,100,4.0,KZ,1675722577
353,Sheridan,44.8333,-106.9173,4.27,60,100,5.66,US,1675722578
354,Vardø,70.3705,31.1107,0.99,93,100,10.8,NO,1675722578
355,Porto Torres,40.835,8.3972,7.1,78,100,6.33,IT,1675722578
356,Noumea,-22.2763,166.4572,29.99,77,73,4.66,NC,1675722057
357,Chokwé,-24.5333,32.9833,22.7,92,23,4.38,MZ,1675722579
358,Erciş,39.0287,43.3586,-1.83,96,100,2.59,TR,1675722579
359,Juegang,32.3174,121.1855,8.88,92,100,4.22,CN,1675722579
360,Solwezi,-12.1688,26.3894,15.84,97,100,1.93,ZM,1675722580
361,Sokoni,-6.4333,39.55,27.14,75,100,5.04,TZ,1675722580
362,Yerbogachën,61.2767,108.0108,-26.14,100,96,1.15,RU,1675722580
363,Karratha,-20.7377,116.8463,29.39,66,2,1.33,AU,1675722580
364,Gisborne,-38.6533,178.0042,21.93,62,2,1.15,NZ,1675722581
365,Lubyany,56.0378,51.4,-19.99,100,99,1.96,RU,1675722581
366,Tuktoyaktuk,69.4541,-133.0374,-39.0,74,75,0.0,CA,1675722511
367,Shimoda,34.6667,138.95,8.95,56,100,2.4,JP,1675722582
368,Tual,-5.6667,132.75,26.92,81,99,6.27,ID,1675722582
369,Metro,-5.1131,105.3067,23.94,87,100,0.82,ID,1675722582
370,Ziro,27.6333,93.8333,4.65,96,98,1.23,IN,1675722582
371,Piteşti,44.85,24.8667,-2.96,62,84,0.7,RO,1675722583
372,Longyearbyen,78.2186,15.6401,-3.09,93,100,11.32,SJ,1675722583
373,Chauk,20.8833,94.8167,17.61,41,2,1.36,MM,1675722583
374,Beaverlodge,55.2166,-119.4361,5.64,77,67,6.19,CA,1675722584
375,Dongsheng,39.8161,109.9776,-5.15,45,0,3.39,CN,1675722584
376,Nakusp,50.2499,-117.8023,4.19,87,100,0.51,CA,1675722584
377,Gorontalo,0.5412,123.0595,23.64,89,100,1.51,ID,1675722585
378,Rocha,-34.4833,-54.3333,24.16,71,4,3.63,UY,1675722497
379,Khāsh,28.2211,61.2158,10.57,39,3,1.08,IR,1675722354
380,Tanout,14.9709,8.8879,20.13,14,97,5.52,NE,1675722585
381,Socoltenango,16.2167,-92.25,23.9,33,0,5.54,MX,1675722586
382,Sumbal,34.2333,74.6333,1.44,82,78,0.89,IN,1675722586
383,Bintulu,3.1667,113.0333,22.23,100,40,1.54,MY,1675722586
384,Mnogovershinnyy,53.9353,139.9242,-27.81,96,75,1.37,RU,1675722356
385,Trincomalee,8.5711,81.2335,25.49,83,43,5.48,LK,1675722587
386,Neyshabur,36.2133,58.7958,6.65,30,67,2.72,IR,1675722587
387,Mazagão,-0.115,-51.2894,27.03,95,62,2.08,BR,1675722587
388,Santana do Livramento,-30.8908,-55.5328,30.35,28,69,1.49,BR,1675722587
389,Hamilton,39.1834,-84.5333,9.13,53,0,3.6,US,1675722563
390,Cootamundra,-34.65,148.0333,23.86,64,0,4.98,AU,1675722588
391,Nouadhibou,20.931,-17.0347,16.99,59,0,8.23,MR,1675722588
392,Codajás,-3.8367,-62.0569,25.02,94,65,0.75,BR,1675722589
393,Bousso,10.4795,16.7117,26.71,15,8,3.93,TD,1675722589
394,Fonte Boa,-2.4959,-66.2662,25.68,95,60,0.69,BR,1675722589
395,Yangi Marg`ilon,40.4272,71.7189,1.4,86,52,2.06,UZ,1675722590
396,Zharkent,44.1628,80.0,-3.99,77,87,1.98,KZ,1675722590
397,Nosy Varika,-20.5833,48.5333,22.67,94,100,1.1,MG,1675722590
398,Chapais,49.7834,-74.8492,-15.12,94,28,1.69,CA,1675722591
399,Arman',59.7,150.1667,-29.02,83,82,3.9,RU,1675722591
400,Abnūb,27.2696,31.1511,9.12,40,69,3.23,EG,1675722591
401,Rio de Janeiro,-22.9028,-43.2075,27.97,88,75,3.6,BR,1675722591
402,Virginia Beach,36.8529,-75.978,12.03,59,75,5.14,US,1675722069
403,Manicoré,-5.8092,-61.3003,27.97,89,0,0.51,BR,1675722592
404,Constitución,-35.3333,-72.4167,20.01,65,23,6.14,CL,1675722592
405,Panzhihua,26.5851,101.7128,7.84,55,0,0.82,CN,1675722593
406,Neiafu,-18.65,-173.9833,27.38,89,75,3.09,TO,1675722593
407,Richards Bay,-28.783,32.0377,22.48,93,0,1.85,ZA,1675722593
408,Tsaratanana,-16.7833,47.65,22.4,94,100,0.48,MG,1675722594
409,San Quintín,30.4833,-115.95,16.22,56,12,8.94,MX,1675722595
410,Arrondissement de Saint-Denis,48.9167,2.3333,3.97,83,0,5.14,FR,1675722595
411,Watsa,3.0372,29.5355,20.38,39,31,1.16,CD,1675722595
412,Alice Springs,-23.7,133.8833,23.75,43,40,3.09,AU,1675722596
413,Bambous Virieux,-20.3428,57.7575,25.14,88,75,3.09,MU,1675722596
414,Camacha,33.0833,-16.3333,13.68,51,75,7.2,PT,1675722596
415,Manche,49.0,-1.1667,1.41,84,6,2.75,FR,1675722597
416,Rabo de Peixe,37.8,-25.5833,12.73,94,75,6.17,PT,1675722597
417,Khovd,48.0056,91.6419,-17.51,88,6,0.94,MN,1675722597
418,Māngrol,21.1167,70.1167,20.12,75,3,3.47,IN,1675722598
419,Asău,46.4333,26.4,-5.4,93,75,2.13,RO,1675722598
420,Tingi,-11.3,35.0333,17.97,89,98,1.07,TZ,1675722598
421,Lagan,45.3929,47.3707,-2.32,90,100,8.09,RU,1675722599
422,Benjamín Hill,30.1667,-111.1,17.97,21,80,8.59,MX,1675722599
423,Paamiut,61.994,-49.6678,-11.72,91,100,1.59,GL,1675722587
424,Belyy Yar,53.6039,91.3903,-25.06,84,40,1.0,RU,1675722599
425,Lālganj,25.8667,85.1833,16.97,56,0,2.24,IN,1675722600
426,Kirakira,-10.4544,161.9205,27.85,81,100,5.04,SB,1675722600
427,Beatrice,40.2681,-96.747,11.99,76,40,6.69,US,1675722600
428,Rivne,50.6231,26.2274,-4.53,73,100,3.32,UA,1675722412
429,Springdale,36.1867,-94.1288,18.07,67,40,11.32,US,1675722051
430,Eyl,7.9803,49.8164,22.97,80,20,6.03,SO,1675722601
431,Brigantine,39.4101,-74.3646,7.78,65,51,3.13,US,1675722601
432,Henties Bay,-22.116,14.2845,18.06,88,55,0.64,NA,1675722602
433,Custódia,-8.0875,-37.6431,23.08,79,96,3.06,BR,1675722602
434,Juba,4.8517,31.5825,25.28,31,67,0.92,SS,1675722603
435,Jolalpan,18.325,-98.8417,30.81,19,3,1.32,MX,1675722603
436,Vágur,61.4732,-6.8119,6.21,70,100,11.37,FO,1675722573
437,Imeni Babushkina,59.7573,43.1285,-13.2,97,100,1.63,RU,1675722604
438,Los Aquijes,-14.0967,-75.6908,26.78,58,52,4.02,PE,1675722604
439,Singuilucan,19.9667,-98.5167,17.49,18,15,3.86,MX,1675722604
440,Chunoyar,57.4467,97.3217,-24.64,100,100,0.25,RU,1675722605
441,Baruun-Urt,46.6806,113.2792,-21.93,85,13,1.79,MN,1675722605
442,San Lorenzo,-25.3333,-57.5333,32.55,43,20,4.12,PY,1675722605
443,Wanaka,-44.7,169.15,15.17,73,66,4.04,NZ,1675722606
444,São Filipe,14.8961,-24.4956,20.25,62,16,7.91,CV,1675722606
445,Maltahöhe,-24.8333,16.9833,22.9,52,100,5.25,NA,1675722607
446,Aktobe,50.2797,57.2072,-24.95,77,75,1.0,KZ,1675722607
447,Yārāda,17.65,83.2667,21.91,72,43,1.54,IN,1675722607
448,Lodwar,3.1191,35.5973,27.06,35,17,3.64,KE,1675722608
449,Mombetsu,44.3525,143.3525,-6.95,90,99,1.62,JP,1675722608
450,Uarini,-2.99,-65.1083,25.25,95,64,0.96,BR,1675722322
451,Koygorodok,60.445,50.9968,-21.08,100,100,0.9,RU,1675722609
452,Ginir,7.1333,40.7,14.03,24,17,1.36,ET,1675722609
453,Sovetskaya Gavan',48.9723,140.2878,-21.0,89,29,1.92,RU,1675722609
454,Vryburg,-26.9566,24.7284,22.57,60,100,1.26,ZA,1675722610
455,Marystown,47.1666,-55.1483,0.92,99,100,1.87,CA,1675722608
456,Guapó,-16.8306,-49.5319,24.21,88,95,0.97,BR,1675722610
457,Antofagasta,-23.65,-70.4,22.6,77,20,3.47,CL,1675722320
458,Tabuk,17.4189,121.4443,21.55,94,56,1.32,PH,1675722610
459,Alamogordo,32.8995,-105.9603,19.64,14,0,8.75,US,1675722611
460,Meulaboh,4.1363,96.1285,23.63,82,98,0.97,ID,1675722611
461,Gwadar,25.1216,62.3254,21.17,51,7,4.3,PK,1675722611
462,Maniitsoq,65.4167,-52.9,-14.51,87,100,1.2,GL,1675722612
463,Tweed,44.4751,-77.3162,-2.45,93,7,1.14,CA,1675722612
464,Denton,33.2001,-97.1336,23.13,58,0,10.29,US,1675722392
465,Cabedelo,-6.9811,-34.8339,26.37,71,64,5.41,BR,1675722612
466,Kiruna,67.8557,20.2251,3.51,75,100,9.26,SE,1675722613
467,Eydhafushi,5.1033,73.0708,26.82,76,92,3.9,MV,1675722613
468,Rantepao,-2.9701,119.8978,19.3,92,94,1.36,ID,1675722613
469,Vigo,42.2328,-8.7226,13.14,37,0,1.54,ES,1675722614
470,Coruripe,-10.1256,-36.1756,26.18,75,100,4.83,BR,1675722615
471,Pho Chai,16.3283,103.7703,27.68,62,60,1.91,TH,1675722615
472,Puerto Escondido,15.85,-97.0667,28.46,61,40,3.09,MX,1675722615
473,Warrington,53.3925,-2.5802,5.02,86,0,2.57,GB,1675722616
474,Gijang,35.2442,129.2139,1.85,66,73,4.41,KR,1675722617
475,Kununurra,-15.7667,128.7333,22.99,94,72,0.0,AU,1675722617
476,Tuatapere,-46.1333,167.6833,14.44,87,93,4.9,NZ,1675722617
477,Srednekolymsk,67.45,153.6833,-40.35,100,99,2.98,RU,1675722618
478,Bluffton,32.2371,-80.8604,20.04,57,0,1.54,US,1675722477
479,Trairi,-3.2778,-39.2689,25.45,84,77,3.43,BR,1675722517
480,Imbituba,-28.24,-48.6703,23.16,81,28,0.75,BR,1675722618
481,Makat,47.6469,53.3463,-4.18,80,100,6.53,KZ,1675722618
482,Aitape,-3.1374,142.3475,26.43,85,100,1.79,PG,1675722619
483,Morondava,-20.2833,44.2833,24.96,85,100,2.91,MG,1675722619
484,Sinnamary,5.3833,-52.95,24.48,89,81,5.98,GF,1675722619
485,Tucuruí,-3.7661,-49.6725,23.92,95,21,1.53,BR,1675722620
486,Aksu,41.1231,80.2644,-3.91,80,97,1.1,CN,1675722620
487,Martapura,-3.4167,114.85,24.05,100,100,1.54,ID,1675722620
488,Portland,45.5234,-122.6762,10.76,80,100,4.63,US,1675722292
489,Omboué,-1.5746,9.2618,25.74,86,90,2.11,GA,1675722621
490,Eureka,40.8021,-124.1637,12.33,66,100,3.13,US,1675722621
491,Mount Gambier,-37.8333,140.7667,16.41,71,9,3.06,AU,1675722360
492,Kailua,21.4022,-157.7394,26.75,76,40,7.2,US,1675722622
493,Zhiryatino,53.2228,33.7306,-4.82,97,46,1.58,RU,1675722622
494,Mandera,3.9366,41.867,26.58,32,5,3.92,KE,1675722622
495,Cabra,37.4725,-4.4421,7.48,72,0,2.34,ES,1675722453
496,Mercedes,-34.6515,-59.4307,32.1,30,0,4.19,AR,1675722623
497,Saint-Louis,16.3333,-15.0,22.28,18,51,4.94,SN,1675722623
498,Kohlu,29.8962,69.252,8.72,25,0,1.61,PK,1675722623
499,Ascension,30.2169,-90.9001,22.24,49,0,4.12,US,1675722579
500,Anadyr,64.75,177.4833,-25.56,75,75,5.0,RU,1675722624
501,São Félix do Xingu,-6.6447,-51.995,25.5,79,68,0.72,BR,1675722624
502,Honiara,-9.4333,159.95,27.64,80,99,3.82,SB,1675722625
503,Balkanabat,39.5108,54.3671,11.48,35,0,5.01,TM,1675722625
504,At-Bashi,41.1702,75.8106,-14.22,84,97,1.46,KG,1675722625
505,Turka,49.1541,23.0297,-12.03,99,100,0.34,UA,1675722626
506,Nicolás Bravo,18.45,-88.9167,27.01,54,5,2.32,MX,1675722626
507,Weyburn,49.6668,-103.8511,-2.88,80,35,7.72,CA,1675722626
508,Gore,-46.1028,168.9436,17.95,57,61,4.6,NZ,1675722627
509,Raipur,21.2333,81.6333,16.47,25,1,0.82,IN,1675722627
510,Shakhtinsk,49.71,72.5872,-12.76,97,96,3.03,KZ,1675722627
511,Rumonge,-3.9736,29.4386,22.04,74,100,0.96,BI,1675722628
512,Carahue,-38.7,-73.1667,17.4,62,0,3.07,CL,1675722628
513,Les Cayes,18.2,-73.75,24.41,80,18,3.15,HT,1675722628
514,Bhādāsar,28.2833,74.3167,15.8,39,0,4.26,IN,1675722629
515,Gola Bāzār,26.3431,83.3553,12.65,58,0,2.17,IN,1675722629
516,Amurzet,47.6967,131.0981,-25.07,98,13,1.58,RU,1675722629
517,Narsaq,60.9167,-46.05,-17.88,65,30,3.89,GL,1675722630
518,Pirojpur,22.5667,89.9833,16.06,77,4,1.69,BD,1675722630
519,Kawalu,-7.3817,108.2082,21.97,89,97,0.76,ID,1675722630
520,Camrose,53.0168,-112.8353,0.74,83,55,3.68,CA,1675722631
521,Margherita,27.2833,95.6833,14.89,70,76,1.3,IN,1675722631
522,Våler,60.6785,11.8331,-4.75,99,97,0.14,NO,1675722632
523,Bambanglipuro,-7.95,110.2833,24.08,93,100,2.48,ID,1675722632
524,San José Acatempa,14.2653,-90.1269,21.98,45,10,2.3,GT,1675722632
525,Nelson Bay,-32.7167,152.15,27.27,80,84,5.36,AU,1675722633
526,Bam,29.106,58.357,14.13,34,5,2.18,IR,1675722633
527,Berbera,10.4396,45.0143,23.83,71,50,2.5,SO,1675722633
528,Teya,60.3778,92.6267,-25.02,100,100,0.97,RU,1675722633
529,Sakakah,29.9697,40.2064,10.76,37,0,7.14,SA,1675722509
530,Usinsk,65.9939,57.5281,-20.04,100,100,4.26,RU,1675722634
531,Iwanai,42.9744,140.5089,-3.19,72,99,3.21,JP,1675722634
532,Kloulklubed,7.0419,134.2556,25.28,74,100,8.91,PW,1675722635
533,Saint-Jean-de-Braye,47.913,1.9771,3.28,82,0,4.63,FR,1675722635
534,Novobiryusinskiy,56.9578,97.7076,-24.09,100,100,0.8,RU,1675722635
535,Baška,49.6458,18.3723,-8.21,85,0,2.57,CZ,1675722636
536,Agadez,19.75,10.25,16.75,19,63,2.16,NE,1675722636
537,Springbok,-29.6643,17.8865,17.75,69,94,2.37,ZA,1675722636
538,Dunedin,-45.8742,170.5036,21.58,44,9,3.4,NZ,1675722636
539,Sibolga,1.7427,98.7792,24.13,84,100,1.52,ID,1675722637
540,Siderno,38.2779,16.302,4.08,58,79,2.72,IT,1675722637
541,Muzhi,65.3667,64.6667,-25.2,98,50,1.52,RU,1675722638
542,Danshui,22.7984,114.4672,17.96,95,69,0.86,CN,1675722638
543,Mackenzie,55.2999,-123.1698,3.12,75,100,7.2,CA,1675722638
544,Wasseiges,50.6237,5.0062,2.33,86,93,4.08,BE,1675722639
545,Morki,56.4303,48.9947,-22.63,100,100,1.5,RU,1675722639
546,Fountain,38.6822,-104.7008,8.12,25,40,9.26,US,1675722639
547,Broome,42.2506,-75.833,0.54,80,100,3.6,US,1675722640
548,Kaduna,10.5222,7.4383,23.84,18,92,3.6,NG,1675722640
549,Perehonivka,48.5355,30.5192,-5.05,82,47,5.4,UA,1675722640
550,Fayetteville,35.0527,-78.8784,17.29,32,0,4.12,US,1675722641
